iter	RMSE
270	14326.63507
271	14323.88506
272	14296.47939
273	14262.23617
274	14232.68702
275	14221.31494
276	14210.32158
277	14176.22239
278	14173.04117
279	14158.23752
280	14130.36453
281	14107.27656
282	14084.92064
283	14082.41781
284	14046.96475
285	14017.42715
286	13978.05077
287	13954.14568
288	13921.16754
289	13878.5884
290	13847.25473
291	13813.37741
292	13787.44696
293	13752.38819
294	13749.13263
295	13729.2513
296	13705.93441
297	13666.12263
298	13625.09312
299	13596.24664
300	13565.9875
301	13563.49322
302	13561.61078
303	13542.45375
304	13500.69029
305	13474.71372
306	13444.75947
307	13411.69822
308	13379.72825
309	13350.68235
310	13332.04235
311	13311.72637
312	13275.50537
313	13230.38275
314	13228.77839
315	13207.80027
316	13176.99027
317	13153.58334
318	13150.18825
319	13128.34413
320	13106.83329
321	13081.57232
322	13050.99899
323	13047.28202
324	13019.92808
325	13000.55711
326	12999.13252
327	12985.08199
328	12983.64241
329	12954.0623
330	12925.42946
331	12910.74195
332	12882.31993
333	12880.91551
334	12878.78878
335	12846.5549
336	12816.32363
337	12813.59835
338	12812.07036
339	12797.62064
340	12778.76997
341	12744.90125
342	12723.59382
343	12720.99557
344	12696.85177
345	12657.62466
346	12656.10493
347	12618.22707
348	12595.00297
349	12565.19151
350	12563.7861
351	12537.30631
352	12514.41521
353	12490.69809
354	12460.71066
355	12440.07345
356	12431.64885
357	12430.54954
358	12399.78814
359	12376.67484
360	12375.63275
361	12352.39028
362	12343.51701
363	12321.47366
364	12302.3467
365	12280.69859
366	12251.22736
367	12233.39387
368	12206.17302
369	12179.62636
370	12156.47621
371	12155.13196
372	12136.38139
373	12114.8157
374	12089.01855
375	12073.52807
376	12051.28364
377	12032.00079
378	12020.61957
379	12006.968
380	11992.53656
381	11979.97562
382	11944.30369
383	11937.6767
384	11936.51832
385	11915.74385
386	11901.38043
387	11885.78756
388	11867.28534
389	11848.56896
390	11830.08861
391	11800.33956
392	11779.38078
393	11762.71603
394	11761.63911
395	11743.69682
396	11728.07899
397	11704.61721
398	11690.21116
399	11658.18825
400	11656.70023
401	11642.20534
402	11620.48628
403	11619.32101
404	11588.19089
405	11564.55577
406	11537.73692
407	11509.89938
408	11495.26322
409	11470.97825
410	11460.88974
411	11437.74402
412	11418.08084
413	11385.35058
414	11370.27618
415	11369.17584
416	11366.88615
417	11343.01263
418	11316.10091
419	11307.45934
420	11283.12009
421	11265.65642
422	11246.07507
423	11237.51626
424	11218.82738
425	11197.13598
426	11168.59695
427	11150.0169
428	11132.74245
429	11111.1084
430	11108.08299
431	11099.09511
432	11076.08488
433	11055.08917
434	11054.35153
435	11040.94197
436	11020.4634
437	10995.44732
438	10977.80298
439	10951.60181
440	10939.10801
441	10921.24071
442	10896.0893
443	10883.8833
444	10860.71176
445	10845.07041
446	10834.76607
447	10833.66721
448	10832.68203
449	10817.53374
450	10804.00688
451	10784.82093
452	10783.91181
453	10772.17781
454	10753.17059
455	10742.97124
456	10725.54272
457	10711.48487
458	10679.81
459	10655.02101
460	10654.11716
461	10633.75947
462	10620.17121
463	10611.27132
464	10608.73899
465	10607.89392
466	10590.6463
467	10571.53186
468	10558.1782
469	10542.8859
470	10520.25337
471	10504.392
472	10480.52371
473	10462.57632
474	10440.34972
475	10439.49296
476	10433.3669
477	10423.09008
478	10391.76559
479	10375.44305
480	10361.44541
481	10352.19527
482	10342.22818
483	10330.18964
484	10321.68322
485	10313.18585
486	10305.07128
487	10287.05486
488	10268.9167
489	10253.7812
490	10238.52909
491	10228.44004
492	10222.09606
493	10204.05398
494	10182.52806
495	10168.61062
496	10158.81177
497	10148.79633
498	10137.90956
499	10121.87389
500	10112.03813
501	10095.70469
502	10078.69717
503	10069.02512
504	10062.3456
505	10043.73641
506	10024.41028
507	10009.75904
508	9995.821377
509	9980.065358
510	9966.454427
511	9946.288609
512	9936.827869
513	9931.74626
514	9914.451158
515	9903.077779
516	9893.668138
517	9870.721978
518	9861.028788
519	9850.995868
520	9850.249254
521	9830.006597
522	9815.201939
523	9799.209102
524	9768.70356
525	9752.424722
526	9737.674492
527	9724.826538
528	9700.494474
529	9676.837032
530	9662.594673
531	9653.889045
532	9639.296861
533	9634.01393
534	9629.002408
535	9616.879554
536	9600.535958
537	9593.65867
538	9591.906783
539	9585.616546
540	9571.045454
541	9553.38983
542	9545.216988
543	9539.390279
544	9526.778125
545	9506.172521
546	9484.719007
547	9480.333589
548	9467.777107
549	9456.755848
550	9454.8736
551	9447.403097
552	9427.501597
553	9421.807248
554	9416.13344
555	9415.594925
556	9399.595191
557	9385.233542
558	9383.934249
559	9376.786855
560	9365.999693
561	9348.842712
562	9334.400811
563	9332.813804
564	9330.559979
565	9320.196852
566	9319.517365
567	9310.690171
568	9309.192426
569	9291.533976
570	9271.734514
571	9256.551516
572	9243.875167
573	9228.006163
574	9209.893013
575	9187.320758
576	9172.303349
577	9154.69927
578	9140.87885
579	9125.739256
580	9109.70083
581	9091.317262
582	9070.932528
583	9056.9112
584	9035.687516
585	9027.955084
586	9013.205808
587	9006.910236
588	8988.785865
589	8981.608365
590	8973.030549
591	8959.740969
592	8943.580815
593	8937.219701
594	8918.072435
595	8912.419535
596	8908.084852
597	8902.653702
598	8882.431302
599	8870.858099
600	8854.27352
601	8848.775493
602	8836.76186
603	8835.141403
604	8819.076894
605	8810.605671
606	8799.486842
607	8788.8532
608	8769.422998
609	8767.420629
610	8754.967991
611	8752.684567
612	8743.168567
613	8742.667588
614	8732.321252
615	8726.575672
616	8716.472826
617	8715.906617
618	8715.213675
619	8708.118382
620	8699.016534
621	8685.980717
622	8683.040381
623	8682.573577
624	8682.189117
625	8670.769871
626	8661.312118
627	8647.137164
628	8633.114901
629	8610.044242
630	8597.108959
631	8579.840838
632	8572.580754
633	8556.171862
634	8554.56212
635	8536.914317
636	8525.278195
637	8524.714412
638	8515.349186
639	8514.793616
640	8505.30879
641	8504.796692
642	8498.54889
643	8483.551915
644	8465.091663
645	8444.293354
646	8426.488194
647	8411.13689
648	8393.956126
649	8375.018538
650	8363.047376
651	8360.11049
652	8351.997999
653	8350.620026
654	8341.778751
655	8325.841443
656	8311.149426
