iter	RMSE
334	519.1813796
335	518.9178407
336	518.6854665
337	518.3958763
338	518.2049507
339	517.9696254
340	517.7460424
341	517.5742383
342	517.3936141
343	517.2522255
344	517.0401529
345	516.7806385
346	516.4535165
347	516.1680972
348	516.0168343
349	515.8768725
350	515.6548995
351	515.4428696
352	515.2140318
353	515.0584564
354	514.8295548
355	514.7016719
356	514.4992282
357	514.2793719
358	514.1301939
359	513.9569279
360	513.7878576
361	513.642306
362	513.4172548
363	513.2755156
364	513.0723613
365	512.8316251
366	512.6165488
367	512.4363029
368	512.2549445
369	512.0814855
370	511.8782108
371	511.6776622
372	511.5626954
373	511.4405564
374	511.2340666
375	511.0663298
376	510.8912652
377	510.6973561
378	510.5537188
379	510.4007703
380	510.29646
381	510.0396068
382	509.893629
383	509.7242848
384	509.6010475
385	509.4224883
386	509.2586355
387	509.0328121
388	508.8319207
389	508.6844915
390	508.5214332
391	508.3634012
392	508.2305843
393	508.083003
394	507.9995165
395	507.8913188
396	507.6676639
397	507.5261226
398	507.2963515
399	507.1373893
400	507.0092699
401	506.8208251
402	506.6317209
403	506.4584328
404	506.2806541
405	506.0973273
406	505.9148244
407	505.7718405
408	505.5977157
409	505.4209512
410	505.3495578
411	505.2358744
412	505.0742023
413	504.9254784
414	504.8232675
415	504.7189646
416	504.5679552
417	504.4987765
418	504.3093554
419	504.1589303
420	503.9192957
421	503.8319656
422	503.7311784
423	503.619032
424	503.4555286
425	503.2418929
426	503.1059327
427	503.0162958
428	502.9095204
429	502.7857594
430	502.6395707
431	502.4446074
432	502.3390071
433	502.2692771
434	502.074868
435	501.9215876
436	501.8516582
437	501.7304097
438	501.5827635
439	501.4596108
440	501.2752651
441	501.182304
442	501.0659441
443	500.8369048
444	500.7287457
445	500.5289968
446	500.3589989
447	500.181636
448	500.075006
449	499.905096
450	499.7334373
451	499.6374144
452	499.4660198
453	499.3533091
454	499.2094744
455	499.1292564
456	498.951085
457	498.8238173
458	498.6784477
459	498.5512522
460	498.4209107
461	498.3495373
462	498.244199
463	498.1608921
464	498.0262808
465	497.8711167
466	497.7453588
467	497.6554745
468	497.5141615
469	497.432647
470	497.2682562
471	497.1764834
472	497.1026509
473	496.983726
474	496.8376453
475	496.6771099
476	496.5451852
477	496.4185914
478	496.3358078
479	496.2055197
480	496.113456
481	495.9405745
482	495.8589941
483	495.757548
484	495.5768858
485	495.4514721
486	495.3821343
487	495.2953123
488	495.1940936
489	495.0931254
490	494.9331042
491	494.7863241
492	494.6605665
493	494.5240821
494	494.4096429
495	494.314016
496	494.2187236
497	494.1115233
498	493.9621834
499	493.8064093
500	493.6782716
501	493.616862
502	493.5092413
503	493.3724875
504	493.2101713
505	493.1422905
506	493.0658054
507	492.9566602
508	492.8219258
509	492.7492407
510	492.6446742
511	492.5751194
512	492.4689977
513	492.391144
514	492.2814998
515	492.2092506
516	492.1050397
517	491.8983516
518	491.8240045
519	491.7419622
520	491.6211691
521	491.5210319
522	491.4232599
523	491.3194799
524	491.2089786
525	491.0877147
526	490.9959941
527	490.9292685
528	490.7768288
529	490.6937878
530	490.6148171
531	490.5452539
532	490.4182113
533	490.3225015
534	490.2185611
535	490.1685302
536	490.0526802
537	489.9290896
538	489.8568943
539	489.7447691
540	489.5709535
541	489.5198881
542	489.348092
543	489.2266712
544	489.0773485
545	488.9745356
546	488.8862545
547	488.8163358
548	488.6585533
549	488.60445
550	488.4390782
551	488.2842042
552	488.2102921
553	488.1011346
554	488.0037157
555	487.9158332
556	487.7966863
557	487.6712541
558	487.5672328
559	487.4704032
560	487.3316455
561	487.170583
562	487.1151019
563	487.0135386
564	486.9470213
565	486.8751526
566	486.6757943
567	486.6207401
568	486.4475973
569	486.3791974
570	486.3293934
571	486.2019421
572	486.1179823
573	486.0184138
574	485.9064381
575	485.7501318
576	485.6055359
577	485.4542688
578	485.3071974
579	485.134175
580	485.0249952
581	484.9421922
582	484.7934065
583	484.7278377
584	484.6059912
585	484.518282
586	484.4612797
587	484.4012246
588	484.3200231
589	484.2083006
590	484.1285737
591	483.9907226
592	483.7942187
593	483.6586911
594	483.5740736
595	483.3833025
596	483.2663897
597	483.2106072
598	483.0073722
599	482.8806717
600	482.8060642
601	482.7007279
602	482.6128593
603	482.4942385
604	482.3762969
605	482.2845629
606	482.1623435
607	482.036082
608	481.8962441
609	481.7461176
610	481.6134362
611	481.5349284
612	481.3876501
613	481.2670378
614	481.1626411
615	481.0030391
616	480.9375641
617	480.8261474
618	480.7397601
619	480.6577858
620	480.5895154
621	480.4867594
622	480.3577352
623	480.2990543
624	480.1758312
625	480.1132057
626	480.0367399
627	479.9420251
628	479.8594952
629	479.7375676
630	479.6571435
631	479.4839358
632	479.3865234
633	479.2916979
634	479.1504288
635	479.0207407
636	478.9501485
637	478.858213
638	478.7303744
639	478.6000155
640	478.4695373
641	478.3520251
642	478.2437512
643	478.1466871
644	478.0811026
645	477.9713119
646	477.8404893
647	477.748941
648	477.6251282
649	477.5060238
650	477.4169109
651	477.3264529
652	477.2658249
653	477.1775885
654	477.1386654
655	477.0779398
656	476.9511106
657	476.8568758
658	476.819854
659	476.741481
660	476.64708
661	476.5551566
662	476.4575032
663	476.3815527
664	476.2592379
665	476.1826224
666	476.0758747
667	476.0338283
668	475.9376573
669	475.8648073
670	475.8004626
671	475.7037334
672	475.5975974
673	475.4207941
674	475.3631166
675	475.3169232
676	475.2450207
677	475.1754214
678	475.114431
679	475.022881
680	474.9091165
681	474.796995
682	474.7404552
683	474.6341066
684	474.5512775
685	474.463006
686	474.3600877
687	474.2936706
688	474.2287937
689	474.1184106
690	474.0192051
691	473.9454095
692	473.8701889
693	473.8073972
694	473.7358817
695	473.6739695
696	473.597344
697	473.5161465
698	473.4416614
699	473.3593409
700	473.2500111
701	473.1985567
702	473.1105562
703	472.9805597
704	472.858754
705	472.7693828
706	472.6664999
707	472.52121
708	472.4253455
709	472.3208856
710	472.2425529
711	472.203364
712	472.1517436
713	472.1103227
714	472.0378057
715	471.945935
716	471.8759937
717	471.7656643
718	471.6939733
719	471.6023668
720	471.5097948
721	471.3646622
722	471.2520848
723	471.2125269
724	471.1367102
725	471.0691033
726	471.0313345
727	470.9266636
728	470.7779372
729	470.6738425
730	470.5247302
731	470.4308489
732	470.3576233
733	470.2272986
734	470.1672873
735	470.047429
736	470.0077207
737	469.9195575
738	469.8383271
739	469.7651142
740	469.6968295
741	469.6293772
742	469.5513286
743	469.4351986
744	469.329904
745	469.2555719
746	469.088169
747	469.0018864
748	468.9610454
749	468.8765253
750	468.811489
751	468.663223
752	468.5331807
753	468.4656688
754	468.3802573
755	468.2146831
756	468.170203
757	468.0947125
758	467.9549322
759	467.8936665
760	467.809949
761	467.67486
762	467.621564
763	467.4924619
764	467.4222196
765	467.3601129
766	467.2668451
767	467.162167
768	467.0700176
769	466.9399909
770	466.8186522
771	466.7686049
772	466.6930206
773	466.6139696
774	466.5724335
775	466.5265392
776	466.4441075
777	466.4008593
778	466.3214828
779	466.2370798
780	466.1100478
781	466.0230945
782	465.9593534
783	465.9217645
784	465.7908067
785	465.7499392
786	465.6528381
787	465.6071067
788	465.5582802
789	465.4340867
790	465.3198074
791	465.2639549
792	465.2086939
793	465.1646307
794	465.0632941
795	464.9964837
796	464.9226827
797	464.8889724
798	464.8070328
799	464.7282555
800	464.6506601
801	464.5988802
802	464.4843908
803	464.4413934
804	464.3438273
805	464.2720176
806	464.2226757
807	464.1346899
808	464.0636439
809	464.0073722
810	463.9180907
811	463.7920751
812	463.7179201
813	463.6853194
814	463.5760357
815	463.454424
816	463.353791
817	463.2998947
818	463.2228665
819	463.0880347
820	463.0311044
821	462.9872914
822	462.8783843
823	462.7592201
824	462.6770687
825	462.6065791
826	462.5354149
827	462.448855
828	462.4083172
829	462.3402656
830	462.2833603
831	462.2390372
832	462.1955261
833	462.1404021
834	462.0567956
835	462.0188431
836	461.9406996
837	461.8868694
838	461.7727737
839	461.7244957
840	461.6834275
841	461.615131
842	461.4848668
843	461.4255846
844	461.3560877
845	461.3072692
846	461.1910913
847	461.0379227
848	460.9435585
849	460.8836125
850	460.7999896
851	460.7003127
852	460.6448803
853	460.5531588
854	460.5128931
855	460.4733869
856	460.4002445
857	460.3014311
858	460.2277052
859	460.1965805
860	460.1338389
861	459.9960768
862	459.9310576
863	459.8607212
864	459.8003723
865	459.6932033
866	459.5634566
867	459.4411448
868	459.3467327
869	459.244557
870	459.1779925
871	459.1401953
872	459.0804175
873	458.9569988
874	458.8568878
875	458.7503514
876	458.6148007
877	458.5110855
878	458.4686711
879	458.3683522
880	458.2684433
881	458.2180478
882	458.1311516
883	458.0367799
884	457.9618099
885	457.909222
886	457.8236281
887	457.784635
888	457.6759484
889	457.5997994
890	457.5458837
891	457.4813285
892	457.3537657
893	457.310624
894	457.2182175
895	457.1065738
896	457.0232168
897	456.9494665
898	456.9077227
899	456.8527518
900	456.8192341
901	456.7780234
902	456.6312829
903	456.569432
904	456.4629087
905	456.3696207
906	456.2979878
907	456.2445649
908	456.1964976
909	456.1213867
910	456.0469577
911	455.9554742
912	455.8560684
913	455.8117307
914	455.7276214
915	455.663857
916	455.6171051
917	455.5776982
918	455.5383878
919	455.4692624
920	455.3668441
921	455.3205973
922	455.2502031
923	455.1135776
924	455.0257281
925	454.9453498
926	454.8826817
927	454.7719166
928	454.7237235
929	454.6512017
930	454.5498931
931	454.4552204
932	454.3860169
933	454.3252051
934	454.2224362
935	454.1536026
936	454.0438642
937	453.9481364
938	453.89283
939	453.8507867
940	453.7489225
941	453.6779887
942	453.6149485
943	453.5527808
944	453.4916357
945	453.4010631
946	453.3670035
947	453.3011481
948	453.2495369
949	453.127966
950	453.0349645
951	452.9747513
952	452.91946
953	452.8271061
954	452.7068289
955	452.6217988
956	452.5503716
957	452.4469879
958	452.3797519
959	452.3179497
960	452.2718917
961	452.18058
962	452.1110361
963	452.042282
964	451.8800408
965	451.8279338
966	451.7601092
967	451.7166799
968	451.6666928
969	451.5996358
970	451.5287627
971	451.4717797
972	451.4114976
973	451.3794165
974	451.2401109
975	451.1710357
976	451.129976
977	451.0614979
978	451.0175181
979	450.9304618
980	450.8495958
981	450.7944178
982	450.7548972
983	450.7145096
984	450.5644976
985	450.4672781
986	450.4243647
987	450.4029811
988	450.3207417
989	450.1887103
990	450.1142159
991	450.0434232
992	449.9755514
993	449.9151774
994	449.8491433
995	449.7914574
996	449.7366532
997	449.6264024
998	449.5367355
999	449.4423101
1000	449.3992945
1001	449.3381286
1002	449.2690163
1003	449.2388423
1004	449.1658873
1005	449.1371922
1006	449.0053381
1007	448.9543699
1008	448.8347148
1009	448.7640471
1010	448.6925975
1011	448.5807607
1012	448.4971555
1013	448.4464059
1014	448.3808175
1015	448.3430052
1016	448.2473104
1017	448.203007
1018	448.1086243
1019	448.017281
1020	447.9767638
1021	447.8871165
1022	447.8303252
1023	447.738946
1024	447.6508317
1025	447.5459625
1026	447.5157608
1027	447.4852884
1028	447.3882543
1029	447.3501262
1030	447.289235
1031	447.2384184
1032	447.1543169
1033	447.0936257
1034	447.0122412
1035	446.9522721
1036	446.8631282
1037	446.7961386
1038	446.7307048
1039	446.6827088
1040	446.6398988
1041	446.5917316
1042	446.5014277
1043	446.401907
1044	446.3289551
1045	446.197275
1046	446.1448464
1047	446.0524799
1048	446.0022657
1049	445.9252567
1050	445.8456278
1051	445.7670819
1052	445.718981
1053	445.6349688
1054	445.558266
1055	445.524662
1056	445.4711151
1057	445.4252602
1058	445.3548899
1059	445.2862285
1060	445.2080985
1061	445.1183887
1062	444.9704058
1063	444.9341594
1064	444.848491
1065	444.804281
1066	444.7624592
1067	444.7084151
1068	444.6317946
1069	444.5554088
1070	444.5244716
1071	444.4779971
1072	444.3824547
1073	444.2450188
1074	444.1927284
1075	444.0712156
1076	443.99977
1077	443.9202325
1078	443.8566786
1079	443.76881
1080	443.7140027
1081	443.5619034
1082	443.4916818
1083	443.447784
1084	443.3692814
1085	443.3062348
1086	443.1851457
1087	443.1237809
1088	443.041938
1089	442.9968896
1090	442.9694316
1091	442.8994694
1092	442.8401036
1093	442.7948685
1094	442.6520678
1095	442.5850517
1096	442.5069603
1097	442.4481455
1098	442.3850632
1099	442.2771331
1100	442.2428853
1101	442.1523855
1102	442.1173731
1103	442.0045665
1104	441.9735216
1105	441.8971298
1106	441.8160547
1107	441.7699365
1108	441.7029532
1109	441.5694708
1110	441.5101295
1111	441.4672652
1112	441.4359827
1113	441.3781711
1114	441.301733
1115	441.1945165
1116	441.1544167
1117	441.0712796
1118	441.043113
1119	441.0163992
1120	440.9833575
1121	440.8899229
1122	440.7827961
1123	440.6347923
1124	440.5754483
1125	440.5428519
1126	440.4677499
1127	440.4194787
1128	440.3824326
1129	440.3324583
1130	440.2161981
1131	440.1092033
1132	440.0370387
1133	439.9500095
1134	439.8204848
1135	439.7285826
1136	439.6540534
1137	439.5935493
1138	439.5491514
1139	439.4634717
1140	439.4250828
1141	439.3872443
1142	439.3008233
1143	439.2611466
1144	439.2049741
1145	439.1494114
1146	439.0998003
1147	439.0295549
1148	438.9785639
1149	438.8867703
1150	438.8236375
1151	438.7651246
1152	438.6890166
1153	438.6442293
1154	438.5738118
1155	438.5131196
1156	438.4835478
1157	438.4061076
1158	438.3660346
1159	438.2570688
1160	438.1890473
1161	438.1321775
1162	438.0482057
1163	438.0004201
1164	437.9410459
1165	437.884462
1166	437.8523114
1167	437.7802733
1168	437.6768813
1169	437.6121778
1170	437.5073645
1171	437.4473954
1172	437.4135184
1173	437.3467591
1174	437.2910246
1175	437.2262938
1176	437.1725568
1177	437.1196005
1178	437.0709033
1179	437.0358054
1180	436.9969872
1181	436.9391374
1182	436.8773298
1183	436.7297094
1184	436.6035566
1185	436.5435815
1186	436.4498209
1187	436.3851609
1188	436.3043838
1189	436.2580038
1190	436.2218459
1191	436.1762006
1192	436.0921708
